quantile,pressurec2(baryon_density=28000000000000.01),pressurec2(baryon_density=29333241078110.668),pressurec2(baryon_density=30729965433805.543),pressurec2(baryon_density=32193195871136.613),pressurec2(baryon_density=33726099127245.957),pressurec2(baryon_density=35331992725848.53),pressurec2(baryon_density=37014352157048.82),pressurec2(baryon_density=38776818399028.51),pressurec2(baryon_density=40623205797886.266),pressurec2(baryon_density=42557510322682.15),pressurec2(baryon_density=44583918213550.65),pressurec2(baryon_density=46706815041601.586),pressurec2(baryon_density=48930795200215.15),pressurec2(baryon_density=51260671848270.375),pressurec2(baryon_density=53701487326829.82),pressurec2(baryon_density=56258524071821.31),pressurec2(baryon_density=58937316046336.64),pressurec2(baryon_density=61743660717285.43),pressurec2(baryon_density=64683631602328.45),pressurec2(baryon_density=67763591414242.766),pressurec2(baryon_density=70990205831163.3),pressurec2(baryon_density=74370457922507.19),pressurec2(baryon_density=77911663261799.56),pressurec2(baryon_density=81621485759105.12),pressurec2(baryon_density=85507954247335.6),pressurec2(baryon_density=89579479858326.81),pressurec2(baryon_density=93844874226287.78),pressurec2(baryon_density=98313368558023.61),pressurec2(baryon_density=102994633611201.81),pressurec2(baryon_density=107898800623895.05),pressurec2(baryon_density=113036483240703.45),pressurec2(baryon_density=118418800482906.03),pressurec2(baryon_density=124057400812348.89),pressurec2(baryon_density=129964487341157.69),pressurec2(baryon_density=136152844241829.97),pressurec2(baryon_density=142635864414858.88),pressurec2(baryon_density=149427578473776.53),pressurec2(baryon_density=156542685110342.3),pressurec2(baryon_density=163996582905586.94),pressurec2(baryon_density=171805403655568.66),pressurec2(baryon_density=179986047283961.03),pressurec2(baryon_density=188556218417023.28),pressurec2(baryon_density=197534464700121.75),pressurec2(baryon_density=206940216938721.8),pressurec2(baryon_density=216793831150715.88),pressurec2(baryon_density=227116632621113.0),pressurec2(baryon_density=237930962054420.38),pressurec2(baryon_density=249260223924611.12),pressurec2(baryon_density=261128937127301.16),pressurec2(baryon_density=273562788043783.03),pressurec2(baryon_density=286588686131727.7),pressurec2(baryon_density=300234822162891.25),pressurec2(baryon_density=314530729233847.56),pressurec2(baryon_density=329507346681799.9),pressurec2(baryon_density=345197087043779.3),pressurec2(baryon_density=361633906204167.3),pressurec2(baryon_density=378853376882346.3),pressurec2(baryon_density=396892765619506.3),pressurec2(baryon_density=415791113431250.0),pressurec2(baryon_density=435589320300532.44),pressurec2(baryon_density=456330233693781.3),pressurec2(baryon_density=478058741291793.06),pressurec2(baryon_density=500821868136082.06),pressurec2(baryon_density=524668878400908.56),pressurec2(baryon_density=549651382011275.44),pressurec2(baryon_density=575823446337622.8),pressurec2(baryon_density=603241713208928.5),pressurec2(baryon_density=631965521497497.0),pressurec2(baryon_density=662057035540714.4),pressurec2(baryon_density=693581379677680.2),pressurec2(baryon_density=726606779191928.2),pressurec2(baryon_density=761204707965223.6),pressurec2(baryon_density=797450043162025.8),pressurec2(baryon_density=835421227279334.0),pressurec2(baryon_density=875200437912706.2),pressurec2(baryon_density=916873765605765.4),pressurec2(baryon_density=960531400168179.8),pressurec2(baryon_density=1006267825865295.6),pressurec2(baryon_density=1054182025901892.5),pressurec2(baryon_density=1104377696642542.0),pressurec2(baryon_density=1156963472032294.2),pressurec2(baryon_density=1212053158703257.8),pressurec2(baryon_density=1269765982276006.2),pressurec2(baryon_density=1330226845388782.8),pressurec2(baryon_density=1393566598012992.5),pressurec2(baryon_density=1459922320639915.2),pressurec2(baryon_density=1529437620951615.0),pressurec2(baryon_density=1602262944618062.5),pressurec2(baryon_density=1678555900893038.8),pressurec2(baryon_density=1758481603713590.0),pressurec2(baryon_density=1842213029041192.0),pressurec2(baryon_density=1929931389217919.5),pressurec2(baryon_density=2021826525147928.8),pressurec2(baryon_density=2118097317152962.5),pressurec2(baryon_density=2218952115390973.0),pressurec2(baryon_density=2324609190769527.0),pressurec2(baryon_density=2435297207329795.0),pressurec2(baryon_density=2551255717123375.0),pressurec2(baryon_density=2672735678653133.0),pressurec2(baryon_density=2800000000000001.5)
0.000000000000000000e+00,4.643864393014601898e+10,4.800948160268595123e+10,4.973112741129093933e+10,5.168396789142261505e+10,5.392919961909984589e+10,5.660277115467902374e+10,5.846484525995262909e+10,5.953837908682107544e+10,6.068180149712245941e+10,6.194615026763285065e+10,6.333323276780075073e+10,6.493261867366127777e+10,6.686857471339266205e+10,6.928609793728088379e+10,7.050718710935475159e+10,7.155415962217973328e+10,7.257394846217358398e+10,7.362670382837989807e+10,7.468273348712460327e+10,7.575394333138478088e+10,7.685435563568034363e+10,7.795829747569793701e+10,7.911072480843162537e+10,8.026356166309107971e+10,8.147129171242871094e+10,8.269693037512303162e+10,8.397518851146884155e+10,8.529128427756304932e+10,8.666217397094912720e+10,8.808769353696749878e+10,8.957663302704484558e+10,9.113808366573301697e+10,9.277438045456834412e+10,9.450782838321675110e+10,9.633352947615269470e+10,9.827786319360501099e+10,1.003504152085172119e+11,1.025533374244353485e+11,1.049333403437000732e+11,1.074936677678611603e+11,1.102481144043881989e+11,1.113493849001093903e+11,1.125030932195093079e+11,1.136293452960464935e+11,1.144494350136659546e+11,1.152463549996813354e+11,1.160812209307438812e+11,1.169327558331373138e+11,1.178073663916593781e+11,1.187236221903233337e+11,1.196835061985885773e+11,1.206861858527277679e+11,1.217323281063087921e+11,1.228282832108192444e+11,1.239764230426546478e+11,1.252132915386150360e+11,1.265180729060041351e+11,1.278849824204273987e+11,1.294001602442438812e+11,1.310226830232022247e+11,1.327504314427419128e+11,1.347641622326017609e+11,1.368765267594914246e+11,1.394905764116352539e+11,1.424367411137768860e+11,1.459845074848598633e+11,1.507823272897700195e+11,1.582768547034784546e+11,1.755981739393597412e+11,1.927209065909991760e+11,1.984182976869951172e+11,2.055452297193845215e+11,2.151281728045043335e+11,2.313557035691873779e+11,2.608458123113382263e+11,2.682744357130460510e+11,2.783399695849110718e+11,2.966223401710122681e+11,5.388842973156249390e+11,5.897454769219536133e+11,8.187490729226516113e+11,1.956199591094847656e+12,8.429767540454875000e+12,8.491091745993444336e+12,8.555580570301698242e+12,8.625123344098966797e+12,8.697977449421667969e+12,8.774300557813133789e+12,8.856740017038966797e+12,8.948607640077466797e+12,9.044849609143947266e+12,9.150025943294105469e+12,9.272520014488556641e+12,9.400846733095212891e+12,9.561246556759777344e+12,9.734948521877289062e+12,9.965360887875339844e+12,1.026014984240886133e+13,1.068132635395935742e+13,1.151918905280777734e+13
1.000000000000000021e-02,5.435125792914308929e+10,5.664354447405902863e+10,5.920494966881469727e+10,6.157626654087774658e+10,6.393774848353501892e+10,6.642410126303199768e+10,6.879711440926161194e+10,7.146529538903158569e+10,7.397839795154255676e+10,7.626498904131622314e+10,7.923683887629116821e+10,8.205477338102970886e+10,8.480496093191085815e+10,8.761601441425614929e+10,9.057486443501278687e+10,9.319957802623902893e+10,9.562618010163099670e+10,9.816120481645901489e+10,1.002485487554810486e+11,1.033701164001421204e+11,1.054446865050687714e+11,1.076264120126141968e+11,1.100052533067337189e+11,1.125030578451999359e+11,1.141954565153053131e+11,1.165728885802224426e+11,1.185028279817246704e+11,1.205127142550926514e+11,1.227651684885283813e+11,1.246187067714621277e+11,1.267885239935428314e+11,1.288635855563178253e+11,1.310126024882544250e+11,1.331586825263726501e+11,1.351121995826024017e+11,1.375674638684981689e+11,1.404816472643600769e+11,1.430937696744816895e+11,1.461866247246556702e+11,1.490962531498508606e+11,1.513362093528511658e+11,1.544489234025967407e+11,1.574900032849380798e+11,1.608337325914568481e+11,1.647641085667458801e+11,1.677316675638713684e+11,1.726023595152035522e+11,1.765943053952259216e+11,1.816862639241655273e+11,1.863429924598407593e+11,1.923153189891673889e+11,1.988184479098544312e+11,2.050726351168427124e+11,2.116816475455128784e+11,2.185374587088516235e+11,2.278964378080121765e+11,2.357134968287151489e+11,2.457945679388504944e+11,2.641052965493169250e+11,2.818653757854196777e+11,2.899749923767013550e+11,2.976105139894951172e+11,3.194044269524421997e+11,3.522900345460582886e+11,3.862959222560790405e+11,4.796787015960572510e+11,5.682957834346618652e+11,6.207762894232330322e+11,8.212284258879726562e+11,1.253474794805471191e+12,2.096605747020908936e+12,3.002318886573305176e+12,4.324411864202967773e+12,8.635282621256312500e+12,1.555572337155691016e+13,2.807181973409857812e+13,4.945090020592964844e+13,7.762059862712410938e+13,1.138581557756985938e+14,1.527941101324124375e+14,1.983775436358676562e+14,2.462202387865126250e+14,2.921095434782667500e+14,3.319302760674965000e+14,3.604955058045750625e+14,3.795631534982651875e+14,3.964030848912674375e+14,4.093394948929788750e+14,4.260195051566179375e+14,4.362783105407051875e+14,4.489768932785981250e+14,4.627307678005243750e+14,4.731048850992620625e+14,4.889108701958786250e+14,5.013608676406732500e+14,5.106469538297716250e+14,5.221341902601847500e+14,5.377063617218916250e+14,5.458339879112298125e+14,5.577597347505751250e+14
2.000000000000000042e-02,5.601778002614431000e+10,5.873872448848657227e+10,6.127618104136734009e+10,6.397474668875469208e+10,6.666639612057419586e+10,6.948997073956056213e+10,7.229528750132957458e+10,7.509516458351527405e+10,7.834894214342355347e+10,8.120128452175215149e+10,8.430362297695104980e+10,8.755531991301829529e+10,9.096157260448200989e+10,9.425423334784149170e+10,9.734079094663006592e+10,1.007308317893819885e+11,1.030436121314673004e+11,1.057871072718232269e+11,1.082817539669325867e+11,1.102001933613009949e+11,1.126984537341310577e+11,1.152396873496871490e+11,1.175513571858866882e+11,1.194424871390575562e+11,1.214074649649062653e+11,1.242599955941731415e+11,1.265873319464582977e+11,1.286479209796430206e+11,1.309374678077934418e+11,1.336774640296475372e+11,1.357167348077810516e+11,1.388774081470718994e+11,1.411034813580449829e+11,1.442922273309396973e+11,1.471871247422041016e+11,1.508111590916898804e+11,1.541529226578720093e+11,1.573662570878957520e+11,1.606411769074112244e+11,1.649028497897180786e+11,1.697621304728875122e+11,1.752341522333974915e+11,1.798001630233552856e+11,1.851092941673345337e+11,1.905919059006168518e+11,1.956647248095750427e+11,2.009637022691410828e+11,2.076319981834891968e+11,2.144023783725232849e+11,2.229370764387240906e+11,2.303208650574401245e+11,2.415418171130213928e+11,2.522348609146640930e+11,2.623915266002362061e+11,2.750334420418899536e+11,2.879968141718033447e+11,3.086557778165267334e+11,3.314371980982172852e+11,3.665566695712789917e+11,3.966539615436695557e+11,4.331335382727703857e+11,4.715975708501193237e+11,5.117080626442562866e+11,5.636691051435020752e+11,6.509000720992396240e+11,8.041137255699086914e+11,9.698748743724689941e+11,1.308382078649866943e+12,1.735019960348712402e+12,2.683883354728278809e+12,4.031235260539337402e+12,5.745702973533002930e+12,8.904505594460978516e+12,1.643255359264283594e+13,2.832217173388548047e+13,4.673880995170446875e+13,6.956887338455221094e+13,9.920639097566403125e+13,1.346207276808804062e+14,1.746118844105927188e+14,2.199846696303334375e+14,2.684955500689860625e+14,3.186934700527692500e+14,3.636286828418676875e+14,4.009903426106116875e+14,4.294509293265738125e+14,4.534231276177728750e+14,4.759033648522191250e+14,4.921334311814757500e+14,5.111652025426348125e+14,5.321741130970991875e+14,5.529079063561048750e+14,5.686349253601450000e+14,5.870607465151440000e+14,6.011820101165543750e+14,6.237015017481041250e+14,6.423360566074775000e+14,6.647755087346062500e+14,6.788315925498128750e+14,6.929219771929195000e+14
2.999999999999999889e-02,5.747947123436830902e+10,6.036694577083178711e+10,6.311389220277474976e+10,6.591037617682128143e+10,6.878249517511294556e+10,7.200089716591270447e+10,7.523952374572262573e+10,7.849700418589190674e+10,8.211243301664707947e+10,8.593165674435101318e+10,8.939620091912451172e+10,9.296789814543141174e+10,9.582731543608978271e+10,9.841774481795277405e+10,1.014586353738313141e+11,1.039065634535596008e+11,1.064400317993905945e+11,1.089138193323875732e+11,1.116157525814210510e+11,1.138942563553781891e+11,1.169391211340323944e+11,1.194933884803543243e+11,1.217979393037692719e+11,1.241165605850507202e+11,1.261142819996670837e+11,1.288086604893829193e+11,1.312393668705346680e+11,1.341345472881390381e+11,1.377223427099192810e+11,1.403246292976211853e+11,1.435520778007800293e+11,1.463400973020913086e+11,1.492766481554645081e+11,1.531492336019265442e+11,1.571771661928031921e+11,1.615085938198444824e+11,1.655437551017030945e+11,1.705252149164165955e+11,1.747629039127739258e+11,1.788144193466124573e+11,1.834388537797171326e+11,1.882327225343016357e+11,1.952178940742812195e+11,2.042049806473952942e+11,2.106580177141425781e+11,2.195576363294532166e+11,2.289179722552647705e+11,2.370747234266640015e+11,2.470950771832107239e+11,2.589922419132173767e+11,2.678513015055835571e+11,2.788717648061240845e+11,2.981203605726094971e+11,3.135096042829354248e+11,3.402827519649884033e+11,3.580336624930008545e+11,3.851459443102504883e+11,4.239241526704917603e+11,4.567253232199739380e+11,5.026426475471113281e+11,5.673930474196278076e+11,6.423479883665617676e+11,7.111600086271784668e+11,8.246093701403243408e+11,9.126287674096154785e+11,1.146609782676939209e+12,1.462328745791970703e+12,2.000050878937191162e+12,2.684927849676220215e+12,3.920918046043707031e+12,5.940247530641558594e+12,9.492340209426000000e+12,1.440645851978247070e+13,2.297705157860057422e+13,3.711534617359005469e+13,5.751104507801200000e+13,8.153584989967879688e+13,1.141097265821453750e+14,1.490693750657826875e+14,1.889177524488713125e+14,2.352411998389908750e+14,2.833262376515533125e+14,3.337324236845017500e+14,3.817272183046125000e+14,4.238961768221607500e+14,4.611945897829931250e+14,4.886936768688071250e+14,5.163205343037204375e+14,5.396747770229583750e+14,5.630049675548773750e+14,5.899101972518855000e+14,6.130714532459420000e+14,6.359417785627405000e+14,6.611681362873330000e+14,6.831631061405451250e+14,7.061322277893961250e+14,7.333655997239731250e+14,7.588267060420910000e+14,7.788612627309628750e+14,7.985454894814016250e+14
4.000000000000000083e-02,5.876393916412779236e+10,6.161417161067762756e+10,6.467772891685874176e+10,6.785180842980748749e+10,7.128907613989385986e+10,7.470056173726995850e+10,7.843117413447401428e+10,8.238712431272749329e+10,8.622378667295236206e+10,8.968821580830197144e+10,9.326748930197143555e+10,9.651575372333467102e+10,9.903894693065576172e+10,1.016495534792684784e+11,1.041649102957183990e+11,1.069793915987672882e+11,1.096687415813685150e+11,1.124047912639144592e+11,1.150218173173888855e+11,1.174181332850571594e+11,1.203869479257231750e+11,1.226059367638508301e+11,1.254852540922629852e+11,1.284374540678518677e+11,1.312060516947034149e+11,1.339630855269520111e+11,1.364155573042637939e+11,1.399458586798404846e+11,1.429706736186217957e+11,1.461029158952943726e+11,1.493942196943910828e+11,1.531477633063311768e+11,1.569079519007843933e+11,1.609491879441361084e+11,1.650536484072928772e+11,1.693950407044396973e+11,1.738307987124822693e+11,1.789601464378640442e+11,1.844942577638598938e+11,1.903641981353781738e+11,1.972216543536506348e+11,2.043038130457474060e+11,2.130928446151036987e+11,2.202136236587974854e+11,2.303901711603410645e+11,2.421753982910495911e+11,2.520631348082386169e+11,2.672371515675392456e+11,2.812376850606891479e+11,2.969274898729106445e+11,3.130984502498407593e+11,3.304360603986488647e+11,3.484488878184970093e+11,3.742885181054079590e+11,4.029449158943209229e+11,4.334034059212490234e+11,4.716454374564168701e+11,5.108650546837972412e+11,5.617477039390067139e+11,6.221785088848400879e+11,7.067921608661662598e+11,7.767421053622454834e+11,9.293280665870526123e+11,1.118955966880064453e+12,1.314356306431149902e+12,1.579185210141115479e+12,2.040702444342754395e+12,2.557945722004062988e+12,3.470669966971993652e+12,5.267852988508830078e+12,8.230608661088735352e+12,1.251263644191484375e+13,1.809797334490482422e+13,2.832792869249943359e+13,4.538751133386849219e+13,6.631580215108567969e+13,9.242852592723115625e+13,1.227438190598503125e+14,1.593907184999273125e+14,2.002529256764087500e+14,2.452658596824319062e+14,2.934789770226658750e+14,3.442620307123956875e+14,3.945781894164143125e+14,4.393395104889922500e+14,4.794054441254610000e+14,5.153326640730928125e+14,5.464729544880021250e+14,5.751367855398900000e+14,6.034033598318990000e+14,6.318610308286296250e+14,6.593566635536258750e+14,6.902351561117288750e+14,7.219345146933208750e+14,7.471490474745525000e+14,7.768931104109025000e+14,8.057295344709346250e+14,8.344077396189705000e+14,8.658516467344853750e+14,8.970458604534132500e+14
5.000000000000000278e-02,6.021270299819071198e+10,6.331588093220491791e+10,6.644795392524288177e+10,7.003623725287171936e+10,7.363022895384085083e+10,7.749455099943717957e+10,8.110845543136161804e+10,8.587275797463092041e+10,8.961373053201124573e+10,9.325983320459222412e+10,9.625089306389091492e+10,9.904221439417750549e+10,1.018491130344589996e+11,1.042777892548555298e+11,1.066241301182811584e+11,1.092205379384780273e+11,1.119299869852898560e+11,1.148132896890251312e+11,1.175035612516296844e+11,1.201800984596068268e+11,1.229582613511799622e+11,1.257609426124913330e+11,1.287045535895694122e+11,1.314082123892942352e+11,1.343368178987252045e+11,1.375471296753074036e+11,1.409439957543760986e+11,1.444013248289442139e+11,1.485086326366781006e+11,1.522831760467778931e+11,1.566530594957697144e+11,1.607200127493725891e+11,1.651323711399579163e+11,1.699639978623659363e+11,1.742580426747428284e+11,1.791719516718828735e+11,1.846239278218579712e+11,1.901913245460427856e+11,1.964446491905154114e+11,2.039051782737864380e+11,2.109444949963873901e+11,2.190593390973709717e+11,2.293734574271842651e+11,2.379386478906176758e+11,2.494291383997709656e+11,2.621583472305602417e+11,2.749678515583518066e+11,2.895374795991079102e+11,3.040841677913618164e+11,3.223357506950028687e+11,3.453956839548312378e+11,3.656967908069765015e+11,3.925788568902343750e+11,4.184574479103832397e+11,4.592267621960516968e+11,4.942204049334852295e+11,5.397833623540117798e+11,6.137608725335435791e+11,6.739653440751385498e+11,7.488209938545051270e+11,8.550946828972126465e+11,9.940398086261083984e+11,1.176946215035245117e+12,1.368873902012015137e+12,1.657857167824731201e+12,2.028509425141807129e+12,2.607955121717679199e+12,3.457293408252326172e+12,4.522660773419666992e+12,6.816070688490843750e+12,1.060155565573867578e+13,1.523674488548230469e+13,2.220257026008563672e+13,3.435530265450583203e+13,5.164856970206679688e+13,7.293636711610318750e+13,9.968370170171198438e+13,1.294726730868764531e+14,1.669079273342467812e+14,2.086827737420872812e+14,2.535828609475264375e+14,3.025597919713242500e+14,3.527148049343642500e+14,4.038665017862038750e+14,4.526956694287925000e+14,4.952212706822531875e+14,5.340384934041210625e+14,5.677344562459875000e+14,6.013240811949441250e+14,6.341675089886081250e+14,6.666381181388788750e+14,7.001472861861980000e+14,7.338224836465081250e+14,7.673657217013675000e+14,8.037022245102955000e+14,8.383203184398725000e+14,8.694275406361976250e+14,9.046401703993857500e+14,9.430616513065205000e+14,9.708378644547668750e+14
5.999999999999999778e-02,6.154004478935582733e+10,6.506515079791406250e+10,6.887167547187867737e+10,7.238845613686917114e+10,7.605695794154248047e+10,8.027962064360752869e+10,8.457440982948507690e+10,8.861851362808732605e+10,9.238444387799717712e+10,9.558838929398777771e+10,9.845139777592469788e+10,1.010923402311952057e+11,1.035509629054176178e+11,1.062733715584793854e+11,1.087812647034044189e+11,1.117071754265574799e+11,1.141997031484915924e+11,1.167191479262919922e+11,1.195255418719395599e+11,1.223473805237340698e+11,1.250521008447561035e+11,1.284045959499358063e+11,1.314070091026572723e+11,1.349945633264728546e+11,1.380472255549072571e+11,1.412928835538803711e+11,1.452615752742605286e+11,1.490870547723824158e+11,1.535343555975996399e+11,1.574353968441134338e+11,1.619974462574692688e+11,1.667797665947408752e+11,1.718905338405655212e+11,1.764838353261303711e+11,1.824670957202005615e+11,1.890557146229593506e+11,1.946202177644915466e+11,2.014508211923157349e+11,2.082992228311753845e+11,2.159125761064742737e+11,2.244888912995072632e+11,2.336897752501584167e+11,2.430583715687470398e+11,2.537649784757998352e+11,2.679530464514071045e+11,2.831061708205816040e+11,2.981203446653584595e+11,3.174111694141146851e+11,3.354629223595144653e+11,3.574177063159998169e+11,3.804363732952209473e+11,4.034425842257271729e+11,4.339259474085945435e+11,4.659014879853179321e+11,5.241324273519292603e+11,5.777610612767247314e+11,6.362480097117780762e+11,7.161571777127846680e+11,7.891202648802554932e+11,9.089523730112236328e+11,1.034740226995033203e+12,1.199328397780437988e+12,1.392054300634875488e+12,1.670160609734128418e+12,2.017658235253344238e+12,2.510869003015844727e+12,3.155134516987800293e+12,4.249520826398775391e+12,5.671511005805874023e+12,8.541488264157348633e+12,1.236271834350973047e+13,1.789445884839521094e+13,2.677548471653986719e+13,3.895099931122859375e+13,5.572165221019540625e+13,7.845355126508221875e+13,1.059208974099583750e+14,1.372791715703001094e+14,1.739437912406604375e+14,2.159966575368192188e+14,2.617726609482740625e+14,3.099212207087858750e+14,3.595493131848796875e+14,4.111607106440171875e+14,4.611482330877934375e+14,5.072639846996800000e+14,5.495320644111525625e+14,5.874559523954341250e+14,6.256399633563137500e+14,6.627599972983751250e+14,7.000320223591433750e+14,7.358687919337022500e+14,7.732457201436861250e+14,8.141217887342386250e+14,8.536153846679290000e+14,8.886820406414612500e+14,9.301961849186761250e+14,9.661438393585747500e+14,1.004570402327363125e+15,1.043855103280817375e+15
7.000000000000000666e-02,6.172111253463927460e+10,6.622418947018213654e+10,7.091667391073052979e+10,7.584361112259414673e+10,8.025477901197262573e+10,8.375309345668780518e+10,8.749811318417265320e+10,9.091815583739909363e+10,9.404721161890234375e+10,9.711425389119975281e+10,9.976444099658502197e+10,1.025589721240256195e+11,1.053678325165329437e+11,1.080511553935282745e+11,1.108853435495528870e+11,1.134769096966266174e+11,1.162302894518250122e+11,1.188080454900261536e+11,1.214116173776427307e+11,1.245871759573508148e+11,1.276851613442558289e+11,1.309925152683364410e+11,1.345447092015236664e+11,1.376997280871293945e+11,1.412252542729091492e+11,1.453371692452695312e+11,1.497063686385410461e+11,1.540433752021156616e+11,1.587468434137723999e+11,1.628227901561540833e+11,1.672868905767443848e+11,1.726157671344223022e+11,1.779302014445011902e+11,1.832398869130895081e+11,1.898331341971020508e+11,1.971197904246245117e+11,2.042769285454856567e+11,2.128932797314166870e+11,2.200449977329172974e+11,2.276636575043620911e+11,2.359369606266573792e+11,2.462314666269337769e+11,2.571494486788094482e+11,2.715232608365772705e+11,2.874334031577429810e+11,3.030065801824400024e+11,3.246958334430441895e+11,3.421951970040411987e+11,3.641123892641043091e+11,3.859867254516301880e+11,4.156691535858440552e+11,4.453488086206791382e+11,4.903417641704080200e+11,5.383014269356334229e+11,5.930834722472968750e+11,6.571795855645031738e+11,7.069936652091623535e+11,8.187339337091726074e+11,9.174585408769338379e+11,1.064296016149751953e+12,1.204893696165405518e+12,1.395214886839152344e+12,1.638259925515102783e+12,1.998262673446551758e+12,2.401882472298095215e+12,2.989487576020932617e+12,3.767535991013936035e+12,4.950496669817362305e+12,6.977382039400135742e+12,1.025412204048896094e+13,1.395819648525019727e+13,2.052279691162078516e+13,3.035857196116692188e+13,4.317923863842375781e+13,5.974462273714330469e+13,8.332298159965912500e+13,1.105230245104980000e+14,1.426407921428027812e+14,1.809760608736652812e+14,2.225323875757016875e+14,2.681599647738618125e+14,3.159955663670453750e+14,3.663034249661145000e+14,4.171243644065474375e+14,4.687891205729315625e+14,5.177594823104571875e+14,5.613666472682841875e+14,6.037228217474911250e+14,6.446964332507012500e+14,6.848133115195157500e+14,7.260122725355520000e+14,7.683635445209317500e+14,8.084514172251280000e+14,8.510362897260155000e+14,8.941467542615320000e+14,9.339119306683583750e+14,9.761961272191300000e+14,1.018093952061315500e+15,1.066548868486696250e+15,1.104735640132015750e+15
8.000000000000000167e-02,6.172111253463927460e+10,6.622418947018213654e+10,7.094168380388023376e+10,7.588380518155874634e+10,8.107810731994754028e+10,8.586970998888536072e+10,8.950285308083946228e+10,9.247732861523594666e+10,9.543808176005943298e+10,9.840625738564653015e+10,1.011238464690707397e+11,1.039873220604317474e+11,1.067254067804990540e+11,1.095130211392589874e+11,1.123911689574137115e+11,1.151659121642204895e+11,1.176452749956289825e+11,1.203712796716190491e+11,1.235029533721969910e+11,1.264711619396272888e+11,1.298592323216268311e+11,1.334942984126824341e+11,1.368782531649316711e+11,1.408582232499275513e+11,1.449003353507557678e+11,1.487123950636880493e+11,1.532140378002405090e+11,1.574364597740720215e+11,1.621692462059867249e+11,1.671952907897086487e+11,1.722266175564537354e+11,1.788660216844307861e+11,1.849635133053033752e+11,1.917103415489566040e+11,1.986676307382348938e+11,2.073531705412504578e+11,2.143783710834874268e+11,2.223073229739893799e+11,2.321583158087725830e+11,2.429720883831048279e+11,2.542824097145885315e+11,2.628163459824845886e+11,2.764002158600513916e+11,2.907290416477826538e+11,3.079122736191715698e+11,3.245720193186665039e+11,3.442951647978644409e+11,3.666364216724932861e+11,3.941147159270139771e+11,4.219182137577379150e+11,4.620012850523838501e+11,4.973544780357907104e+11,5.398065791250612183e+11,5.903248300562867432e+11,6.489851434821821289e+11,7.328891775894334717e+11,8.161823111439754639e+11,9.192993876121718750e+11,1.047516963569354126e+12,1.193306603099114502e+12,1.383181553716083008e+12,1.638882815876592773e+12,1.881420585775805420e+12,2.248509749177618164e+12,2.767953582985603516e+12,3.351101925555901367e+12,4.252834139730298828e+12,5.841994374175792969e+12,8.125938349449932617e+12,1.117606647995586133e+13,1.606224927186367969e+13,2.261074135258851562e+13,3.327798246217476172e+13,4.671443724152588281e+13,6.426055270697896094e+13,8.782571990466632812e+13,1.155523125788608750e+14,1.478217493213659062e+14,1.855878879981795000e+14,2.279386454112950938e+14,2.734652955758825312e+14,3.214750856072362500e+14,3.722446464813008750e+14,4.231237115541323750e+14,4.755584236978133750e+14,5.257992554743363125e+14,5.720235397890690000e+14,6.192214684477001250e+14,6.628284734528811250e+14,7.071860729479261250e+14,7.514045925417805000e+14,7.940270146381480000e+14,8.397425218465591250e+14,8.837362948557548750e+14,9.308443015902200000e+14,9.755645137822593750e+14,1.023104263678857750e+15,1.072498941076383250e+15,1.113439708752227500e+15,1.164282976519980250e+15
