,t0,t1,t2,t31,t32,t33,x0,x1,x2,x31,x32,x33,sigma1,sigma2,sigma3
62000,-2096.049586,460.2477902,168.2406756,10642.4221,NaN,NaN,0.236157256,-1.111565832,-2.738892187,1.285500401,NaN,NaN,0.214137046,NaN,NaN
63000,-2081.461606,345.3276137,412.2578757,12684.09471,NaN,NaN,0.402472501,-1.397606434,-2.765582661,-0.298286194,NaN,NaN,0.218651052,NaN,NaN
64000,-2241.551064,390.0230795,-73.47776331,12561.69947,NaN,NaN,0.371179379,-0.957948349,-2.366912282,0.967852451,NaN,NaN,0.227235121,NaN,NaN
65000,-2200.533023,474.1015596,117.4211537,11972.6119,NaN,NaN,0.327534942,-0.804978404,-1.172038488,2.713547659,NaN,NaN,0.179800992,NaN,NaN
66000,-2101.435265,405.6630459,230.4658571,11529.67604,NaN,NaN,0.492754063,-1.372921059,-2.560912432,0.667367838,NaN,NaN,0.24996792,NaN,NaN
67000,-2066.711463,445.5175638,-450.8147172,13065.05169,NaN,NaN,0.608124633,-0.924600745,-2.07471914,2.729038498,NaN,NaN,0.287980845,NaN,NaN
68000,-2137.729587,426.6889924,-414.935613,13164.10081,NaN,NaN,0.516490543,-1.08312098,-2.683613648,2.491330405,NaN,NaN,0.296858811,NaN,NaN
69000,-2221.953452,437.649277,-49.08823184,11653.27474,NaN,NaN,0.484881175,-1.019558652,0.22849449,0.779148565,NaN,NaN,0.214479399,NaN,NaN
70000,-2211.36679,474.1481513,399.5606744,12605.23493,NaN,NaN,0.341666515,-0.921324031,-1.273707836,1.307037684,NaN,NaN,0.213079174,NaN,NaN
71000,-2117.660079,377.5780029,-299.9378203,11771.03438,NaN,NaN,0.648871625,-1.191376283,-1.76664198,-0.233197925,NaN,NaN,0.231775344,NaN,NaN
72000,-1936.297476,425.0215217,-436.135738,12657.94163,NaN,NaN,0.630249074,-1.058936838,-2.187368299,1.401363526,NaN,NaN,0.288248574,NaN,NaN
73000,-2223.153284,284.777445,-287.4591684,12415.26018,NaN,NaN,0.484474417,-1.242727811,0.201334199,2.253186437,NaN,NaN,0.271124401,NaN,NaN
74000,-2181.485344,430.1085014,-183.0023953,12760.49907,NaN,NaN,0.459209981,-1.155522116,1.203331082,1.782823222,NaN,NaN,0.249162536,NaN,NaN
75000,-2247.056535,379.6702971,-187.4512677,12028.17502,NaN,NaN,0.518055962,-1.061153697,-1.001257547,1.156096739,NaN,NaN,0.239950207,NaN,NaN
76000,-2004.769565,472.2806157,-381.299141,12644.18662,NaN,NaN,0.53704251,-0.745648824,-1.393504955,0.776153893,NaN,NaN,0.230696878,NaN,NaN
77000,-2093.176184,474.8300372,-490.2112266,13559.51476,NaN,NaN,0.634132933,-1.198811941,-0.539757421,1.909022042,NaN,NaN,0.279512782,NaN,NaN
78000,-2037.896059,450.2217041,-426.5995891,13200.21503,NaN,NaN,0.562056778,-0.839151936,-1.317652683,1.768953621,NaN,NaN,0.176734949,NaN,NaN
79000,-2119.716517,461.8213701,102.922623,11946.97441,NaN,NaN,0.457816449,-1.113399684,0.610913867,0.66800011,NaN,NaN,0.221908584,NaN,NaN
80000,-2220.538846,459.0128852,230.1192264,10726.69277,NaN,NaN,0.290922786,-0.868715506,-0.126779405,0.182762869,NaN,NaN,0.199313177,NaN,NaN
81000,-2125.85041,396.2385715,287.0263938,12944.35546,NaN,NaN,0.295177846,-1.04671868,-0.442937188,1.629146775,NaN,NaN,0.245432838,NaN,NaN
82000,-2190.859139,386.4255861,39.94239755,12478.38237,NaN,NaN,0.40585527,-0.979913656,-1.856188339,0.593396372,NaN,NaN,0.225640477,NaN,NaN
83000,-2042.748034,383.2770649,111.2065914,11666.84256,NaN,NaN,0.322336892,-1.056708057,0.738514462,2.553799258,NaN,NaN,0.235573622,NaN,NaN
84000,-2198.442701,392.2172574,358.6474985,11802.49657,NaN,NaN,0.374060204,-0.711448997,-1.342895455,0.400329784,NaN,NaN,0.198422244,NaN,NaN
85000,-2207.506514,460.7570721,265.0592142,11621.42459,NaN,NaN,0.463609152,-0.971107626,-2.266520787,0.43389204,NaN,NaN,0.184570358,NaN,NaN
86000,-2030.995923,323.9154901,502.5378379,12806.40805,NaN,NaN,0.197621822,-1.113790227,0.28688461,-0.770777229,NaN,NaN,0.22918089,NaN,NaN
87000,-1979.450181,358.8129464,472.2020095,12772.62528,NaN,NaN,0.116800943,-1.15928957,-1.906798129,-0.560266054,NaN,NaN,0.25581181,NaN,NaN
88000,-2110.025225,447.6762495,264.3472266,12072.03163,NaN,NaN,0.449052146,-1.174382426,-0.562737948,0.515432336,NaN,NaN,0.241123047,NaN,NaN
89000,-2098.131009,467.7991567,53.61942639,12369.51797,NaN,NaN,0.404667715,-0.946458658,-2.005116523,0.394697231,NaN,NaN,0.18759569,NaN,NaN
90000,-2076.318202,458.0357285,214.2515682,12621.42638,NaN,NaN,0.410617941,-1.249502096,1.275162783,2.593108762,NaN,NaN,0.217893557,NaN,NaN
91000,-2142.932089,382.2824077,313.9486571,11785.23637,NaN,NaN,0.341188331,-0.690510156,-0.131664394,-0.820175351,NaN,NaN,0.211560722,NaN,NaN
92000,-2172.382369,404.7806603,-175.6436848,12638.90689,NaN,NaN,0.419220801,-0.924215992,-1.871968006,1.573511149,NaN,NaN,0.235173242,NaN,NaN
93000,-2247.29366,356.5342353,-222.2600584,12222.33384,NaN,NaN,0.519496675,-1.046265422,-2.78987838,0.377677552,NaN,NaN,0.212361003,NaN,NaN
94000,-1943.973841,474.1674593,-483.342681,13275.07064,NaN,NaN,0.614190955,-0.976991964,-2.408031416,-0.153506119,NaN,NaN,0.335180007,NaN,NaN
95000,-1862.077571,501.2125184,-572.3105958,12946.76091,NaN,NaN,0.498622216,-0.951952224,-0.386406006,1.87799796,NaN,NaN,0.352142937,NaN,NaN
96000,-1797.626781,421.6613124,-475.5677844,12719.49513,NaN,NaN,0.410505693,-1.228554493,0.848021512,0.600127835,NaN,NaN,0.281861461,NaN,NaN
97000,-1906.07203,468.6010195,-520.1353544,13793.49238,NaN,NaN,0.409717444,-1.034219874,-1.571865534,1.482599571,NaN,NaN,0.328069119,NaN,NaN
98000,-1963.098142,251.4756898,126.1536921,14956.84736,NaN,NaN,-0.174648713,-0.514953121,-2.287788239,-0.269600134,NaN,NaN,0.316154451,NaN,NaN
99000,-2038.249134,297.054317,108.7831756,14783.94075,NaN,NaN,-0.166080675,-0.364477007,-2.943455441,-0.158323857,NaN,NaN,0.323699691,NaN,NaN
100000,-2055.206641,268.9146044,131.7654858,14499.72538,NaN,NaN,-0.094485934,-0.132268768,-1.840669765,-0.542701338,NaN,NaN,0.335905898,NaN,NaN
101000,-1900.86291,231.5078206,253.7762253,14400.20448,NaN,NaN,-0.128133699,-0.692893445,0.524917982,-0.420595929,NaN,NaN,0.307968633,NaN,NaN
