Model,t0,t1,t2,t31,t32,t33,x0,x1,x2,x31,x32,x33,sigma1,sigma2,sigma3,CrustSmooth,EOSType,Input,MaxMass,MaxMassRequested,PCentral,PCentral2MOdot,PCentralMaxMass,PRCTransDensity,PolyTropeDensity,R(1.4),RadiusCheckpoint0,RadiusCheckpoint1,RadiusCheckpoint2,RadiusCheckpoint3,RadiusCheckpoint4,RadiusCheckpoint5,SkyrmeDensity,SoundHighDensity,TranDensity,lambda(1.4),P(0.67rho0),P(1.5rho0),P(2rho0),P(3rho0),P(rho0),P_Sym(0.67rho0),P_Sym(1.5rho0),P_Sym(2rho0),P_Sym(rho0),Sym(0.67rho0),Sym(1.5rho0),Sym(2rho0),Sym(rho0),ViolateCausality,AgreeLowDensity
Skyrme1p,-1057.3,235.9,-100.0,14463.5,0.0,0.0,0.2885,0.0,0.0,0.2257,0.0,0.0,1.0,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.464861392974853,2.0,69.16274568082429,177.5937985257373,767.2146193338893,0.3,0.48,12.135801315307615,0.00014768638357054442,0.00029535801149904733,11.159543991088867,11.398181915283205,11.696773529052734,12.10744857788086,0.048,0.48,0.00023552,391.1291198730469,0.7116440256778221,7.727199080242364,19.54430412582548,72.4295360568586,2.176184480404308,-0.9153427650539716,8.535559316961644,29.88522746145736,0.206001865663844,24.29786549309001,31.624031439405165,26.380370482502823,29.70519159234464,False,True
UNEDF0,-1883.68781,277.5002122,608.4309056,13901.94834,0.0,0.0,0.00974375,-1.77784395,-1.67699035,-0.38079041,0.0,0.0,0.32195599,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.3506205081939697,2.0,105.06926966926993,244.09121443200127,865.2603729775798,0.3,0.48,11.002273559570312,7.211395740509032,7.333963394165039,10.13396453857422,10.430489540100098,10.659085273742676,10.980270385742188,0.048,0.4823192114291207,0.00023552,192.0090484619141,1.0413958644598786,6.599502278528232,12.522359721305413,29.72519490447003,2.6167486171436725,-0.6770652561193888,4.007061108050931,12.927937335443064,-0.011250095285153291,24.319274842786182,35.5928090084485,36.34221043043046,30.503949698790368,False,True
s10hs20,-1810.02075,275.54434,-256.94205,12858.77051,0.0,0.0,0.16702999999999998,-0.5,-0.5,0.08449,0.0,0.0,0.333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4159471988677983,2.0,79.75716168982709,200.4281794197136,800.2979757085018,0.3,0.48,12.124282836914062,4.2625412940978995,4.262689113616943,11.054106712341307,11.409995079040527,11.68614101409912,12.095930099487305,0.048,0.48,0.00023552,333.7757873535156,1.2474326322279228,9.807002225273434,20.70538409304091,59.2360637574543,3.4387351045380603,-0.6850444121760635,4.367617088953805,14.049206512600676,0.03513103092711426,25.990720750722648,42.49096078373545,48.60651307426224,33.714999446455856,False,True
s10s20,-1810.980591,276.8115234,-256.2614441,12859.27148,0.0,0.0,0.1831747,-1.0191988,-0.5,0.2170275,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4335174560546875,2.0,72.48032066462655,189.8312929422892,788.2958722818764,0.3,0.48,12.384775161743164,2.59444260597229,2.594590425491333,11.280634880065918,11.63667106628418,11.9231538772583,12.354798316955565,0.048,0.48,0.00023552,388.4830017089844,1.2673303601323531,10.73065452861626,23.207938669292368,68.57723972064943,3.628809091291068,-0.6832452126085788,4.397352845462138,14.120752159715812,0.043105284378071165,25.812522190707924,43.797732742462166,51.77648351484373,33.882975769990466,False,True
s10s24,-1812.993897,285.4754333,-262.1108398,12854.90234,0.0,0.0,-0.0347865,-1.0191988,-0.5,-0.1786289,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4525632858276367,2.0,58.099628489269925,174.4725203473734,764.0052307692308,0.3,0.48,13.192243576049805,0.00014768638357054442,0.00029535801149904733,11.883134841918945,12.34992504119873,12.654275894165039,13.157097816467285,0.048,0.48,0.00023552,544.6458129882811,1.6958738198701462,15.356310471426141,33.32699941573624,98.13384349600454,5.092316043594682,-0.68565783862813,4.411610126347919,14.170368110686686,0.042723379645719615,26.165354886944524,52.21005656586728,67.35322460875963,36.76053747643561,False,True
s11hs20,-1807.08679,277.89841,-254.42711,12797.7002,0.0,0.0,0.181,-0.6997399999999999,-0.5,0.15224,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.423121690750122,2.0,77.16542115390881,196.26272309338947,796.8207792207793,0.3,0.48,12.198857307434082,3.755732297897339,3.7558798789978023,11.130157470703123,11.474822998046875,11.754218101501465,12.170061111450195,0.048,0.48,0.00023552,351.7333984375,1.241933669855333,10.04186747902174,21.422785134378532,62.19480735424344,3.47027893777067,-0.6859113789645084,4.371256285049303,14.069107266862021,0.03409299569329196,25.907233066884732,42.76932989511109,49.425310068276694,33.69688863297853,False,True
s11s20,-1807.991455,278.7789917,-253.8823242,12800.33105,0.0,0.0,0.1868941,-0.9936718,-0.5,0.2224309,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.432922840118408,2.0,72.86099060049644,190.25923125371463,788.6009419152276,0.3,0.48,12.365283012390135,2.702686071395874,2.702833652496338,11.266606330871582,11.61954116821289,11.9055814743042,12.335453033447266,0.048,0.48,0.00023552,385.1519165039063,1.260010330267143,10.644641942177227,23.01824901905396,68.02134707829019,3.6022751397592416,-0.6844344314529087,4.3954074196429715,14.12691865227917,0.04061258413101496,25.8094316920832,43.637557155598,51.46326187253476,33.83353887798857,False,True
s11s24,-1810.55542,288.1222534,-259.9057617,12799.22754,0.0,0.0,-0.0348021,-0.9936718,-0.5,-0.1810564,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.452907085418701,2.0,58.018506984980604,174.28961685432506,767.2585795454546,0.3,0.48,13.193868637084961,0.00014768638357054442,0.00029535801149904733,11.884906768798828,12.3512544631958,12.655753135681152,13.158870697021484,0.048,0.48,0.00023552,545.4996948242189,1.6965881176979012,15.358053844757409,33.33078045062007,98.15049500616095,5.0933172152572865,-0.6862530699938326,4.420218865037965,14.201816416275635,0.043036410173778496,26.173277752825776,52.1962615570655,67.30566684893842,36.764906040391935,False,True
s12hs20,-1811.51819,270.64868,-85.66787,12906.86719,0.0,0.0,0.14178,-1.0,1.0,0.05379,0.0,0.0,0.333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.419684648513794,2.0,78.40052728084383,198.2430822954729,795.7100353049283,0.3,0.48,12.164154052734375,4.014452934265137,4.014600753784181,11.095602035522461,11.444846153259276,11.722468376159668,12.135505676269533,0.048,0.48,0.00023552,343.1755676269531,1.2440626065694993,9.989592762317528,21.180506723129355,60.83836262514479,3.4724110794320726,-0.6841500746870466,4.354081111855345,14.003958697870312,0.034177036364745075,25.65194820494784,42.39760507927306,48.87456302583906,33.412039220449024,False,True
s12s20,-1812.471924,272.2641602,-85.40064240000002,12904.61328,0.0,0.0,0.1589374,-1.5212641000000002,1.0,0.1871373,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.435543775558472,2.0,71.53665578772801,188.58684812351825,784.9706468984775,0.3,0.48,12.421988487243652,2.294964551925659,2.2951123714447017,11.311055183410645,11.669011116027832,11.956971168518065,12.391863822937012,0.048,0.48,0.00023552,396.2566833496094,1.2638238974315104,10.904896718224961,23.66258137461474,70.11388325176651,3.6605840281076114,-0.6822017824587905,4.387534606637084,14.085079684091284,0.04302278000548431,25.484696057673574,43.696722689114765,52.014888618245294,33.5866465087201,False,True
s12s24,-1814.175659,280.8729248,-87.3087616,12896.19141,0.0,0.0,-0.0621982,-1.5212641000000002,1.0,-0.2118511,0.0,0.0,0.3333333,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4531142711639404,2.0,57.64964163730246,173.96867370646774,766.779767700654,0.3,0.48,13.224141120910645,0.00014768638357054442,0.00029535801149904733,11.906615257263185,12.378129959106445,12.683072090148926,13.188847541809082,0.048,0.48,0.00023552,551.3114013671875,1.6974039844534758,15.598971339320936,33.938523637390674,100.15575596795162,5.1439517694210535,-0.6849191169774259,4.398147176473482,14.126713770693305,0.0415152210271237,25.827716418152256,52.220367899030215,67.82060076831294,36.48979679621333,False,True
s16hs20,-1901.396,306.89804,191.46901,12753.33105,0.0,0.0,0.04489,-0.59,-2.17,-0.26667,0.0,0.0,0.3,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.3966257572174072,2.0,87.1909711295318,212.40251728790864,818.6613636363637,0.3,0.48,11.82938289642334,5.429147243499756,5.4292945861816415,10.820195198059082,11.15422821044922,11.417231559753418,11.802654266357422,0.048,0.48,0.00023552,284.6624450683594,1.2794694680558691,9.162017180157749,18.513405473003964,49.43090113518756,3.389282659542064,-0.6780749820070784,4.2789714809311485,13.767091129667806,0.029375723707997892,25.70666907821693,40.986542791937744,45.31110600112228,33.18405006406153,False,True
s16s20,-1902.956543,305.5899658,191.5276184,12779.1416,0.0,0.0,0.13117779999999998,-1.7746626,-2.1692149,0.1260647,0.0,0.0,0.3,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4327778816223145,2.0,72.69379724536606,190.21451935160175,786.2566275784665,0.3,0.48,12.387728691101074,2.678910732269287,2.67905855178833,11.27856731414795,11.63962459564209,11.925959587097168,12.35789966583252,0.048,0.48,0.00023552,387.3055725097656,1.2760710529578574,10.951910813873512,23.673440574857807,69.73865036549203,3.691817396000844,-0.6759248858309678,4.294326928056055,13.79585701137735,0.03531543666514808,25.232548814463648,43.38442745837823,51.68804048070946,33.29716045567676,False,True
s16s24,-1904.9104,313.9059143,196.150528,12775.74121,0.0,0.0,-0.09855189999999997,-1.7746626,-2.1692149,-0.2830223,0.0,0.0,0.3,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4493749141693115,2.0,59.15617545891531,176.38235781122228,769.3185526091509,0.3,0.48,13.159017562866213,0.00014768638357054442,0.00029535801149904733,11.85064697265625,12.321572303771973,12.62429904937744,13.124167442321776,0.048,0.48,0.00023552,532.6782836914061,1.69915270129913,15.429517378309455,33.404231002298765,97.89803318950857,5.121997362572634,-0.6782007357139676,4.308393162560495,13.844248453162338,0.035079751936365575,25.56570854837493,51.57100794373301,66.78169185436586,36.10662734472515,False,True
s7hs20,-2182.06104,277.28992,-160.75455,14616.16504,0.0,0.0,0.14993,-0.8,0.0,0.08177000000000001,0.0,0.0,0.25,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4002695083618164,2.0,86.37220501524571,210.4832407295006,815.4599923885762,0.3,0.48,11.85995101928711,5.272467613220215,5.2726149559021,10.838505744934082,11.18272876739502,11.44528865814209,11.833222389221193,0.048,0.48,0.00023552,288.677490234375,1.2417284359931102,9.283573749077046,19.21165642508964,53.44019324092528,3.3450312197851213,-0.6565412391766823,3.778404675750372,12.15454991574626,-0.019499126480695485,25.823105577348013,42.20586430426536,48.54082632060566,33.43329942347307,False,True
s7s20,-2182.321533,278.4217224,-160.12652590000005,14608.74219,0.0,0.0,0.1858619,-1.3489041000000002,0.0,0.2194355,0.0,0.0,0.25,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4173641204833984,2.0,79.2485157019093,199.6036607257596,800.2979757085018,0.3,0.48,12.152783393859865,4.1606478691101065,4.1607956886291495,11.081425666809082,11.438053131103516,11.712279319763185,12.124282836914062,0.048,0.48,0.00023552,337.4953918457031,1.2615794441140022,10.343816352569196,22.102645161230388,64.2756380405981,3.5586568341018614,-0.6550904303341083,3.804182229127139,12.21786756590509,-0.012807850208169477,25.618196657037533,43.672043577234255,52.14276001973857,33.60849191394193,False,True
s7s24,-2183.740723,288.3077698,-163.83073430000005,14594.49121,0.0,0.0,-0.0417577,-1.3489041000000002,0.0,-0.1431833,0.0,0.0,0.25,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.430898666381836,2.0,66.7616322802762,187.61251433276874,785.6393359321986,0.3,0.48,12.892175674438475,0.00014768638357054442,0.00029535801149904733,11.62456226348877,12.092976570129395,12.383298873901367,12.85909652709961,0.048,0.48,0.00023552,456.1269836425781,1.6764706827441767,14.580911022265232,31.226452121102422,90.37377545426857,4.9327872753188915,-0.6576439542436547,3.8219980165099217,12.27867722109025,-0.012794244402758705,26.028367776098303,51.606794859372854,66.57783365011679,36.420596620584966,False,True
s8hs20,-1768.21558,261.41516,-158.55165,12913.66895,0.0,0.0,0.13785,-0.8,0.0,0.02291,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4205338954925537,2.0,77.70271856369304,197.5102002405156,797.5212765957448,0.3,0.48,12.205206871032715,3.891737937927246,3.89188551902771,11.12292194366455,11.480286598205565,11.759977340698242,12.176410675048828,0.048,0.48,0.00023552,349.0935974121094,1.2595255134992251,10.08478951338784,21.352457390763444,61.18915587352158,3.5112634162691387,-0.6866445992926141,4.459978467638515,14.320367483938576,0.048598551149024935,25.79237841704633,42.6426190933071,49.06060003678002,33.621645664909785,False,True
s8ps18,-1769.35144,250.29329,-160.98311,13019.35547,0.0,0.0,0.23343000000000005,-0.8,0.0,0.18435,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.385443925857544,2.0,92.60287423682337,220.45367214053314,829.2541044468278,0.3,0.48,11.58055591583252,6.030909061431885,6.0310564041137695,10.59056568145752,10.934639930725098,11.18981647491455,11.55545139312744,0.048,0.48,0.00023552,250.85443115234372,1.0665393535226613,7.849519890961408,16.365420359034296,46.224597895355146,2.8253915117918624,-0.6891235958458615,4.365545277079737,14.067765286108033,0.028470455497932926,25.71289266605985,38.89478647675279,41.97555560824149,32.41157352110336,False,True
s8ps20,-1770.2207,254.81752000000003,-162.91135,13015.9082,0.0,0.0,0.12224000000000003,-0.8,0.0,-0.01495,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.420162439346313,2.0,77.78876524965716,197.69589583550183,798.7331029185867,0.3,0.48,12.204764366149902,3.913593292236328,3.913740873336792,11.124988555908203,11.480877876281738,11.759533882141113,12.175968170166016,0.048,0.48,0.00023552,348.6416931152344,1.2730955314877943,10.163167058838367,21.461644798753163,61.222045402149924,3.5474877022733153,-0.6905575186960158,4.3695579571154886,14.085370502892413,0.027382468984056687,25.781994193256327,42.9525871111664,49.63204991511302,33.71548391883833,False,True
s8ps22,-1771.32874,259.89734,-164.7821,13011.39258,0.0,0.0,0.01539,-0.8,0.0,-0.20892,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4387872219085693,2.0,67.31042740210378,185.09656307146983,781.0996677740866,0.3,0.48,12.685287475585938,0.00014768638357054442,0.00029535801149904733,11.497564315795898,11.902923583984375,12.195903778076172,12.65353775024414,0.048,0.48,0.00023552,438.4636535644531,1.482833615557723,12.470928398577962,26.532465520027266,76.1137482926118,4.272009791438706,-0.6915848567208812,4.3816433225408336,14.122890586339633,0.028343173480632325,25.920752331694924,47.07643408990716,57.32650942362661,35.09536877034377,False,True
s8s20,-1768.56177,262.23285,-157.59932,12904.88965,0.0,0.0,0.16146,-1.46363,0.0,0.19594,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.43880295753479,2.0,70.00310246126833,186.58920467676262,784.7217395182179,0.3,0.48,12.47677516937256,1.669279932975769,1.6694276332855225,11.356537818908693,11.716118812561035,12.006735801696776,12.446207046508787,0.048,0.48,0.00023552,408.7870788574219,1.2688091658758722,11.021082932766936,23.97095055166825,71.24653507159431,3.6868802975940382,-0.6849822033323706,4.4870855369166325,14.38641178179216,0.0558022289082106,25.56974838236547,43.929484296683206,52.3310389532179,33.731498921275374,False,True
s8s24,-1769.94287,270.29108,-160.89565,12894.44531,0.0,0.0,-0.05347,-1.46363,0.0,-0.1968,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4565162658691406,2.0,56.49656632567913,171.8849056326905,763.452931683701,0.3,0.48,13.27169132232666,0.00014768638357054442,0.00029535801149904733,11.947372436523438,12.419034957885742,12.725896835327148,13.236102104187012,0.048,0.48,0.00023552,565.9982299804688,1.6992584675783629,15.732050271512703,34.31768775765715,101.63043650765465,5.168218801605468,-0.6880511823731718,4.490937440880228,14.411695733140915,0.05253694896057605,25.901740681726547,52.45179253440176,68.18663422721433,36.61696407686487,False,True
ska25s20,-2180.48,281.49,-160.44,14577.8,0.0,0.0,0.13712,-0.8,0.0,0.06208,0.0,0.0,0.25,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.404470443725586,2.0,84.48567207102056,207.66367173966728,811.7914380877742,0.3,0.48,11.947224617004395,5.011088848114014,5.011236190795898,10.908945083618164,11.259369850158693,11.524884223937988,11.91990566253662,0.048,0.48,0.00023552,301.310302734375,1.2779651414130688,9.655759219402812,20.028471592378647,55.86083831328217,3.463970284201187,-0.6555866364151091,3.810522251839661,12.240280812331298,-0.012554071381508766,25.90656010685369,42.897573306231216,49.752810768550866,33.713598553650186,False,True
ska35s20,-1768.83,263.86,-158.34,12904.8,0.0,0.0,0.12899000000000002,-0.8,0.0,0.006540000000000001,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4246857166290283,2.0,75.79746967780687,194.87968375829826,794.9515625,0.3,0.48,12.280223846435547,3.5026230812072754,3.5027709007263184,11.187010765075684,11.545705795288086,11.82805347442627,12.250837326049805,0.048,0.48,0.00023552,363.7814331054688,1.2885383994727109,10.383815495780004,22.009439729192053,63.13758318338742,3.6066348729431614,-0.6850266916751077,4.490902316615499,14.396858840706672,0.05647458824603128,25.865030009866928,43.19226274125738,50.022570313082106,33.847834652569425,False,True
ska35s25,-1772.73,276.85,-162.36,12899.78,0.0,0.0,-0.14393,-0.8,0.0,-0.49481,0.0,0.0,0.35,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.4551069736480717,2.0,56.09193252838544,172.11634980110722,765.0626458112405,0.3,0.48,13.33740520477295,0.00014768638357054442,0.00029535801149904733,11.99270725250244,12.479433059692385,12.785113334655762,13.301373481750488,0.048,0.48,0.00023552,575.1586303710938,1.8358437156257728,16.375246550066436,35.16695624476421,101.76547978994331,5.490647075121014,-0.6856210980760474,4.550033990676559,14.558643882518561,0.06697464237295099,26.28283855321945,53.92374105268322,69.97572248064508,37.4836958916834,False,True
ska45s20,-1537.89,245.47,-157.2,12461.12,0.0,0.0,0.12318,-0.8,0.0,-0.05608,0.0,0.0,0.45,0.0,0.0,0.0,EOS2Poly,SkyrmeParameters/PawelSkyrmeNoRho0.csv,2.450382709503174,2.0,64.38157580451256,179.35519984461936,772.7485372097466,0.3,0.48,12.674211502075195,0.00014768638357054442,0.00029535801149904733,11.516761779785154,11.883282661437988,12.185861587524414,12.642462730407715,0.048,0.48,0.00023552,458.0076904296875,1.3006233281903639,11.249911096100686,24.42552027103661,72.34167506264139,3.7708755628238255,-0.7141198139979722,5.228525896703528,16.793749743770245,0.12909346436588567,25.80999927144485,43.58270422642771,50.52287349676099,33.99088772471232,False,True
