,t0,t1,t2,t31,t32,t33,x0,x1,x2,x31,x32,x33,sigma1,sigma2,sigma3,rho0
BSk10,-1771.37,322.432,-80.6445,12219,NaN,NaN,0.266859,-0.461021,1.18713,0.23156,NaN,NaN,0.333333,NaN,NaN,0.159282694
