quantile,cs2c2(baryon_density=28000000000000.01),cs2c2(baryon_density=29333241078110.668),cs2c2(baryon_density=30729965433805.543),cs2c2(baryon_density=32193195871136.613),cs2c2(baryon_density=33726099127245.957),cs2c2(baryon_density=35331992725848.53),cs2c2(baryon_density=37014352157048.82),cs2c2(baryon_density=38776818399028.51),cs2c2(baryon_density=40623205797886.266),cs2c2(baryon_density=42557510322682.15),cs2c2(baryon_density=44583918213550.65),cs2c2(baryon_density=46706815041601.586),cs2c2(baryon_density=48930795200215.15),cs2c2(baryon_density=51260671848270.375),cs2c2(baryon_density=53701487326829.82),cs2c2(baryon_density=56258524071821.31),cs2c2(baryon_density=58937316046336.64),cs2c2(baryon_density=61743660717285.43),cs2c2(baryon_density=64683631602328.45),cs2c2(baryon_density=67763591414242.766),cs2c2(baryon_density=70990205831163.3),cs2c2(baryon_density=74370457922507.19),cs2c2(baryon_density=77911663261799.56),cs2c2(baryon_density=81621485759105.12),cs2c2(baryon_density=85507954247335.6),cs2c2(baryon_density=89579479858326.81),cs2c2(baryon_density=93844874226287.78),cs2c2(baryon_density=98313368558023.61),cs2c2(baryon_density=102994633611201.81),cs2c2(baryon_density=107898800623895.05),cs2c2(baryon_density=113036483240703.45),cs2c2(baryon_density=118418800482906.03),cs2c2(baryon_density=124057400812348.89),cs2c2(baryon_density=129964487341157.69),cs2c2(baryon_density=136152844241829.97),cs2c2(baryon_density=142635864414858.88),cs2c2(baryon_density=149427578473776.53),cs2c2(baryon_density=156542685110342.3),cs2c2(baryon_density=163996582905586.94),cs2c2(baryon_density=171805403655568.66),cs2c2(baryon_density=179986047283961.03),cs2c2(baryon_density=188556218417023.28),cs2c2(baryon_density=197534464700121.75),cs2c2(baryon_density=206940216938721.8),cs2c2(baryon_density=216793831150715.88),cs2c2(baryon_density=227116632621113.0),cs2c2(baryon_density=237930962054420.38),cs2c2(baryon_density=249260223924611.12),cs2c2(baryon_density=261128937127301.16),cs2c2(baryon_density=273562788043783.03),cs2c2(baryon_density=286588686131727.7),cs2c2(baryon_density=300234822162891.25),cs2c2(baryon_density=314530729233847.56),cs2c2(baryon_density=329507346681799.9),cs2c2(baryon_density=345197087043779.3),cs2c2(baryon_density=361633906204167.3),cs2c2(baryon_density=378853376882346.3),cs2c2(baryon_density=396892765619506.3),cs2c2(baryon_density=415791113431250.0),cs2c2(baryon_density=435589320300532.44),cs2c2(baryon_density=456330233693781.3),cs2c2(baryon_density=478058741291793.06),cs2c2(baryon_density=500821868136082.06),cs2c2(baryon_density=524668878400908.56),cs2c2(baryon_density=549651382011275.44),cs2c2(baryon_density=575823446337622.8),cs2c2(baryon_density=603241713208928.5),cs2c2(baryon_density=631965521497497.0),cs2c2(baryon_density=662057035540714.4),cs2c2(baryon_density=693581379677680.2),cs2c2(baryon_density=726606779191928.2),cs2c2(baryon_density=761204707965223.6),cs2c2(baryon_density=797450043162025.8),cs2c2(baryon_density=835421227279334.0),cs2c2(baryon_density=875200437912706.2),cs2c2(baryon_density=916873765605765.4),cs2c2(baryon_density=960531400168179.8),cs2c2(baryon_density=1006267825865295.6),cs2c2(baryon_density=1054182025901892.5),cs2c2(baryon_density=1104377696642542.0),cs2c2(baryon_density=1156963472032294.2),cs2c2(baryon_density=1212053158703257.8),cs2c2(baryon_density=1269765982276006.2),cs2c2(baryon_density=1330226845388782.8),cs2c2(baryon_density=1393566598012992.5),cs2c2(baryon_density=1459922320639915.2),cs2c2(baryon_density=1529437620951615.0),cs2c2(baryon_density=1602262944618062.5),cs2c2(baryon_density=1678555900893038.8),cs2c2(baryon_density=1758481603713590.0),cs2c2(baryon_density=1842213029041192.0),cs2c2(baryon_density=1929931389217919.5),cs2c2(baryon_density=2021826525147928.8),cs2c2(baryon_density=2118097317152962.5),cs2c2(baryon_density=2218952115390973.0),cs2c2(baryon_density=2324609190769527.0),cs2c2(baryon_density=2435297207329795.0),cs2c2(baryon_density=2551255717123375.0),cs2c2(baryon_density=2672735678653133.0),cs2c2(baryon_density=2800000000000001.5)
0.000000000000000000e+00,7.213413748249049642e-04,6.904169657424866430e-04,6.665362634447040023e-04,6.377984194723064666e-04,5.992632309382372275e-04,5.558268685092773416e-04,4.917300940606487113e-04,4.004084165842482636e-04,1.866007846833571458e-04,1.821237017638087027e-04,1.774334391707441843e-04,1.725198461935301152e-04,1.673722887878035625e-04,1.619796265611753410e-04,1.563301886630857939e-04,1.472693397992108253e-04,1.442114974077578237e-04,1.339026011722019511e-04,1.321522902094712998e-04,1.213069856810004778e-04,9.931687790058586827e-05,8.558358381871149787e-05,8.660382779996491167e-05,8.767265146641481399e-05,8.879236797634206446e-05,8.996540063080059866e-05,9.119428811814804081e-05,9.248169000829922055e-05,9.405950393157199666e-05,9.646722788621282633e-05,9.898959742946335997e-05,1.016320714973297228e-04,1.044003689571647097e-04,1.058978599266276871e-04,1.015076563521418693e-04,9.690840992955702948e-05,9.209016692629607630e-05,8.804741765402270036e-05,8.579210064552585699e-05,8.342939501989030972e-05,8.095418738726953094e-05,7.836112087991079433e-05,7.564458355877073286e-05,7.287131469266701312e-05,7.170227575885194991e-05,7.047757215616283055e-05,6.919455336948757715e-05,6.785044267744138441e-05,6.644233114296091024e-05,6.541279357949372070e-05,6.523489786669136182e-05,6.504853151560585211e-05,6.485329119041876634e-05,6.464875435017299282e-05,6.511146543945361455e-05,6.639432911859906121e-05,6.773827731755365346e-05,6.914621862171178987e-05,7.190292086214997852e-05,7.601735597471225958e-05,8.032770301246343412e-05,8.741733513103428573e-05,9.783069017735381609e-05,1.117116866168573662e-04,1.276621149593443834e-04,1.380937752311646297e-04,1.547153278034589226e-04,1.804778634328004232e-04,2.231465467818593402e-04,3.071182864913111392e-04,5.553886829866378156e-04,1.687188954806718554e-03,2.013209343003414479e-03,2.528683830330833490e-03,3.592012478718041666e-03,4.820853089787324221e-03,4.455872563517850049e-03,4.073513214736519325e-03,3.672947537726764348e-03,3.316034526685608576e-03,3.204707343197576476e-03,3.088079232061808222e-03,2.965897785617873164e-03,2.837898577624591544e-03,2.703804590986217619e-03,2.563325618229489716e-03,2.416157633433844813e-03,2.261982134255603218e-03,2.100465452622267068e-03,1.931258032604886389e-03,1.753993673905765742e-03,1.646135885534135129e-03,1.601039384195728464e-03,1.553795578997909255e-03,1.504302224450947524e-03,1.452452206569151017e-03,1.398133311053750220e-03,1.341227980437680652e-03,1.263862286989232654e-03,1.219159529565477015e-03
1.000000000000000021e-02,1.801267872523898460e-03,1.753068520434003389e-03,1.711160910869196240e-03,1.656917647975438218e-03,1.595418187500775246e-03,1.463833079639220453e-03,1.304160322430435604e-03,1.112124176334882818e-03,9.479597332753695238e-04,8.253367715164435870e-04,7.370830465915807761e-04,6.791871473545343235e-04,6.372390663996544942e-04,6.165968755847574386e-04,5.973951366510684129e-04,5.845505290578194508e-04,5.750808535975109829e-04,5.637827200598524323e-04,5.551754041607004407e-04,5.466668785855977345e-04,5.372316600072993492e-04,5.277903476420693065e-04,5.205023238097379731e-04,5.102639888370301110e-04,5.024236564250646924e-04,4.956961369461152607e-04,4.906077598443196264e-04,4.893175991491176529e-04,4.846156622576072411e-04,4.809871185897750929e-04,4.807730285460824760e-04,4.822322245491700299e-04,4.846491330227925705e-04,4.838231470318207252e-04,4.829265728277652605e-04,4.879378118317840088e-04,4.906261975620952384e-04,4.964629754089927571e-04,5.016445002922669070e-04,5.078485317514930784e-04,5.182917346864598235e-04,5.299000064554159868e-04,5.482984412431900038e-04,5.710377799737319108e-04,5.973472176126619652e-04,6.286804717978135499e-04,6.644847332766541485e-04,7.034560009256174201e-04,7.543116125836889837e-04,8.084500546977204738e-04,8.830805149540536369e-04,9.598048217117535188e-04,1.048154710971457848e-03,1.171167881856394633e-03,1.319320949515911121e-03,1.476886404853825115e-03,1.708225739990122628e-03,1.956365685800345606e-03,2.253116454641636290e-03,2.727108927663588096e-03,3.200025664507896630e-03,3.884799538131892323e-03,4.763471047274790010e-03,5.818332854037729270e-03,7.336722468450788091e-03,9.519933754414107094e-03,1.228524714401489290e-02,1.615502629650619748e-02,2.114325355027106557e-02,2.751307535544649657e-02,3.370652539899340189e-02,4.143931199144681304e-02,4.847091893828212733e-02,5.440057582565631378e-02,5.831922115046089816e-02,5.920549895935588169e-02,5.798099199550438981e-02,5.559009415809651466e-02,5.328949543104277708e-02,5.037406479668125880e-02,4.802488145866330022e-02,4.598966912499540677e-02,4.369485420862104230e-02,4.156783481817393627e-02,3.955091469986850294e-02,3.771204206664088843e-02,3.577746615056849600e-02,3.451663170808731002e-02,3.295015581123357518e-02,3.169155821550416474e-02,3.046874972573030207e-02,2.934641101717620770e-02,2.791285233824162409e-02,2.679162364696687990e-02,2.576741730294362584e-02,2.458788100836290652e-02,2.369008706197738706e-02,2.268261668913663584e-02,2.195240134630898482e-02,2.097560119647169652e-02
2.000000000000000042e-02,2.142702866697997026e-03,2.118037832391412006e-03,2.092348973564592610e-03,2.051507928444375791e-03,1.966498310688528841e-03,1.776754490278053362e-03,1.558430956541935475e-03,1.319252449217106580e-03,1.130902070349270065e-03,1.015495154787168048e-03,9.078714011237246041e-04,8.487284922191731720e-04,8.123433717462473762e-04,7.868663498369698290e-04,7.722116739125437944e-04,7.647760870399389474e-04,7.556053854953079978e-04,7.411910230165262787e-04,7.304986318838547002e-04,7.154616070856103247e-04,7.021920145899252170e-04,6.957375477367627216e-04,6.895786719852336696e-04,6.810227434386039586e-04,6.769368323822976896e-04,6.693331674967748423e-04,6.635652374784572214e-04,6.621239676484377530e-04,6.605689528931977736e-04,6.582165760205751929e-04,6.595680063541276440e-04,6.649516159089074226e-04,6.646260557802076852e-04,6.717808384691458619e-04,6.783050933801360125e-04,6.891692565901207882e-04,7.012811572965815723e-04,7.147292207121827903e-04,7.310935232414670151e-04,7.526956888107789794e-04,7.784765656472456821e-04,8.147693807030549282e-04,8.580222922333652791e-04,9.058464739836162181e-04,9.602737993502525335e-04,1.019522058799713932e-03,1.097627326506339434e-03,1.181022539342818124e-03,1.286461652197463815e-03,1.393016552457695652e-03,1.533656780480588573e-03,1.716174650642895245e-03,1.902402417330430933e-03,2.133756633202173094e-03,2.410948010678010123e-03,2.754800505667719460e-03,3.203050524596665408e-03,3.696494179096100618e-03,4.389007138693408645e-03,5.179986232857856400e-03,6.295530942952931586e-03,7.575173488357143069e-03,9.306841377357641387e-03,1.162043502600080581e-02,1.447159478376954661e-02,1.860958036891374040e-02,2.352221025337056931e-02,2.966270186000864728e-02,3.649386269396763527e-02,4.450494732679809162e-02,5.393998772905987671e-02,6.320543108560701395e-02,7.213855519774710345e-02,8.102656879330305539e-02,8.660296131692475641e-02,8.979198810661609409e-02,9.008598025967608225e-02,8.794824274317437907e-02,8.499171670719042615e-02,8.183215946242317074e-02,7.848791027864331082e-02,7.482317229631757494e-02,7.118241185749148159e-02,6.798499538470710590e-02,6.535291507317136928e-02,6.302097269120987555e-02,6.098636356507938783e-02,5.838116118744596239e-02,5.576324256440453458e-02,5.324415074716924712e-02,5.134128441312236363e-02,4.983864091329310436e-02,4.774484056503300322e-02,4.602717767367907331e-02,4.434658511401496500e-02,4.242081578734145653e-02,4.070102704841607744e-02,3.890330289416850384e-02,3.699716825668620396e-02,3.551537828258764101e-02
2.999999999999999889e-02,2.506147915971547110e-03,2.491300348430277797e-03,2.434062301190259656e-03,2.365589977336930109e-03,2.257608186892256369e-03,2.039381324640057724e-03,1.764387230124862165e-03,1.471451675984370398e-03,1.278082509681056954e-03,1.144935543567417776e-03,1.050447425138277590e-03,9.897702513606385262e-04,9.561041339508083913e-04,9.370972477633904415e-04,9.194678251107505414e-04,9.014225344780765195e-04,8.892929491749583266e-04,8.771009037558530471e-04,8.631530047053554301e-04,8.570887504315616084e-04,8.464526052557229613e-04,8.356565401713733935e-04,8.303177239356547079e-04,8.263648733445265850e-04,8.223850447028423606e-04,8.220615306941855523e-04,8.189618685324798718e-04,8.198943964099486429e-04,8.177680361422759881e-04,8.181438003318729484e-04,8.285017457167598688e-04,8.381675048368249182e-04,8.426014476957659899e-04,8.530734706956895471e-04,8.626635328154224833e-04,8.796096697420429126e-04,9.026558068707691293e-04,9.305257259562672943e-04,9.568609875414643175e-04,9.970966443374371883e-04,1.041538616461517956e-03,1.090447824469471024e-03,1.152095846005800686e-03,1.223016309463084011e-03,1.301163744267122254e-03,1.390038862506159283e-03,1.492173462922005049e-03,1.633442708890427619e-03,1.791833733177676394e-03,1.978740073815804697e-03,2.154225428664554871e-03,2.409755267252058127e-03,2.714297016874841866e-03,3.073694510034520773e-03,3.491834445037455756e-03,4.081976403078985301e-03,4.745799989398798331e-03,5.498775489890887422e-03,6.601692496062133361e-03,7.865593202539137088e-03,9.550552749606297520e-03,1.141762934124846557e-02,1.391817244761266864e-02,1.724037461127112675e-02,2.114596585632921855e-02,2.587867806021014461e-02,3.262972015702182704e-02,4.015185055911410505e-02,5.016913971829403684e-02,5.910520114439526962e-02,6.984730799479764440e-02,8.015678117581931383e-02,9.133436390348143030e-02,1.012306078053415853e-01,1.089734156692397371e-01,1.134349108895448821e-01,1.146510643694665793e-01,1.130824473903489780e-01,1.111466186402083334e-01,1.077649396867491061e-01,1.037673442608563062e-01,9.983879867107051109e-02,9.629357881777174388e-02,9.302821341128797439e-02,8.963493193761087885e-02,8.670565837517336949e-02,8.360254740234694670e-02,8.093034790929087841e-02,7.788090173858501497e-02,7.494319695321662034e-02,7.227076370284740703e-02,6.946250705562405370e-02,6.677435429524147814e-02,6.434524914693737219e-02,6.108738998306884743e-02,5.853323819345248452e-02,5.664453492242550736e-02,5.427101295240478740e-02,5.195862607657986826e-02,4.945617202912738763e-02
4.000000000000000083e-02,2.851205292115061626e-03,2.766762559794731270e-03,2.679819421651611147e-03,2.590711602107751994e-03,2.480051691543187775e-03,2.243695215600344413e-03,1.965778024789512947e-03,1.611696560344322076e-03,1.405497305763730867e-03,1.256685424711966557e-03,1.155831212259594626e-03,1.102591901592127116e-03,1.069701284162029569e-03,1.047707656110011525e-03,1.035540395610863237e-03,1.022224462071736305e-03,1.007071833713961374e-03,9.979010006911424955e-04,9.891834006874999224e-04,9.827510303762692322e-04,9.741646433890487631e-04,9.667541299972655638e-04,9.598652080639077499e-04,9.598076249410700516e-04,9.612478511719796132e-04,9.612772404684343007e-04,9.605341540838462436e-04,9.684911616778725139e-04,9.742434567090065131e-04,9.811992224631296052e-04,9.940034491094144019e-04,1.003352624438241889e-03,1.013824922149347526e-03,1.042571103902846779e-03,1.068382121639617098e-03,1.085121882874199185e-03,1.109238076927379852e-03,1.151330930845926486e-03,1.191868152741698420e-03,1.237265237357107472e-03,1.302076911960779130e-03,1.364427886236348284e-03,1.444357522379857532e-03,1.532374566545192896e-03,1.657517771249300597e-03,1.780158422682061661e-03,1.926269848287255311e-03,2.096908191714039801e-03,2.292585229054905881e-03,2.520661292727343662e-03,2.814669588622897498e-03,3.166271736858613205e-03,3.606773645248264725e-03,4.137273258975821162e-03,4.766197145169028503e-03,5.486652957944340020e-03,6.317934726522320479e-03,7.486495817268590605e-03,8.893079735849620734e-03,1.053365262750488064e-02,1.268140861623867979e-02,1.540004764790217986e-02,1.851325489746905376e-02,2.259887229831962843e-02,2.765617810467224658e-02,3.410766147070527082e-02,4.169272595554125022e-02,5.074718974679747613e-02,6.127264885143503953e-02,7.282234561030807851e-02,8.401899025927231368e-02,9.614529303497411361e-02,1.081021859639889615e-01,1.184449965522755138e-01,1.257291340078723341e-01,1.323234055017197264e-01,1.346064251058807781e-01,1.350132954403282515e-01,1.331219150196594481e-01,1.305003317396146723e-01,1.263738237697707434e-01,1.226530511644927796e-01,1.192022387575228520e-01,1.156899526681059581e-01,1.123882437024147918e-01,1.094806731583278098e-01,1.057807024169192117e-01,1.023028780131057386e-01,9.898547478510841269e-02,9.595062734766653112e-02,9.308203923860164375e-02,8.909297240847800781e-02,8.589764393445192825e-02,8.268773160630243924e-02,8.000295144705177330e-02,7.672904151317035126e-02,7.376381806778439798e-02,7.052615804719254700e-02,6.741470966236527695e-02,6.453433333307605213e-02
5.000000000000000278e-02,2.983845553885904316e-03,2.902687848124254136e-03,2.824689744472619422e-03,2.748376353689109975e-03,2.652529230547270769e-03,2.417430174235871750e-03,2.137473525364242104e-03,1.744846278032724648e-03,1.520382969582588506e-03,1.371341565705322743e-03,1.259185704257656220e-03,1.201672972595973143e-03,1.177264761743461842e-03,1.157064880320479022e-03,1.142154374217651267e-03,1.131388791184781851e-03,1.119749164880248088e-03,1.108899638261140333e-03,1.101802002060840681e-03,1.097060246980998549e-03,1.094547484805626384e-03,1.091163593121706292e-03,1.092303587528325667e-03,1.091917132732107181e-03,1.093436456474266953e-03,1.097132988461328859e-03,1.105920122996336243e-03,1.119987668231792622e-03,1.132661121408287371e-03,1.144801246468464323e-03,1.162749808299948055e-03,1.185532949782098881e-03,1.204099173234577215e-03,1.232972051274165183e-03,1.256625031281769856e-03,1.285965331355539169e-03,1.319933873646009616e-03,1.374485236090092080e-03,1.429042466772322559e-03,1.493103814592389601e-03,1.567356294429718888e-03,1.657941904186582393e-03,1.758334256928998978e-03,1.871893269742613136e-03,2.021925204596334170e-03,2.194839642403196688e-03,2.360874295454805372e-03,2.580799947274998399e-03,2.853276757745757276e-03,3.156755967154449647e-03,3.529697430805103873e-03,3.994515838250163424e-03,4.564445933199799861e-03,5.260230362796986317e-03,6.070515635628129410e-03,6.970331870043897787e-03,8.079592635941984860e-03,9.453157956843897744e-03,1.124224998191986763e-02,1.325752122050610250e-02,1.591289485324496461e-02,1.912925831721080591e-02,2.326381260817553254e-02,2.808048012637515134e-02,3.425009131839527876e-02,4.139018077952932861e-02,5.029413782495171376e-02,6.062547041660169833e-02,7.226353540129210051e-02,8.476442844323563153e-02,9.736184767702045495e-02,1.107345680339691385e-01,1.219512782172041676e-01,1.319344280665993574e-01,1.400536950984954399e-01,1.463634694859914931e-01,1.505927718385635383e-01,1.525157856840169968e-01,1.514605451140099701e-01,1.490751086523582625e-01,1.461518386775354228e-01,1.425261520319940911e-01,1.390298109730469800e-01,1.361978311353559401e-01,1.332079640960396605e-01,1.302791841443304288e-01,1.263149724133940943e-01,1.233154693192288626e-01,1.195436277703291750e-01,1.163392300583375866e-01,1.122660153618958573e-01,1.082577629930180085e-01,1.046774593457154984e-01,1.010168947119446936e-01,9.781230541847169002e-02,9.417333409363172481e-02,9.033038030846578248e-02,8.711034666831977968e-02,8.339044219146632408e-02,7.948479439031508331e-02
5.999999999999999778e-02,3.046040062453838834e-03,2.988805266926329758e-03,2.931993636922381949e-03,2.873869152776928945e-03,2.799915160095834635e-03,2.556531279843421347e-03,2.276937088613786592e-03,1.878997169464350194e-03,1.635187608384111721e-03,1.466479442656237753e-03,1.358496723960478641e-03,1.308949789818468663e-03,1.281404586061823947e-03,1.264890649391737501e-03,1.251621909416611965e-03,1.238237851138127531e-03,1.227365232570624010e-03,1.225651723485990212e-03,1.221463484835325639e-03,1.213906014156567251e-03,1.213436568621472419e-03,1.211668843264649027e-03,1.216519448163456323e-03,1.225792991020162054e-03,1.232158301467250810e-03,1.240678690405262090e-03,1.255337913126460979e-03,1.267311154801356327e-03,1.288218228456780232e-03,1.308899339706509537e-03,1.329687098733821652e-03,1.349941527516106870e-03,1.370322885351550743e-03,1.406971727097904154e-03,1.450795657963304883e-03,1.491988378452105239e-03,1.540509506396788453e-03,1.595373199467544235e-03,1.663645478466889210e-03,1.751576681687574358e-03,1.842012986400445125e-03,1.942923867930624118e-03,2.068174375876689463e-03,2.200482168260688501e-03,2.380101182666414898e-03,2.575266193600416181e-03,2.825560244910086099e-03,3.087351277318044294e-03,3.413189088565047723e-03,3.790863546975637745e-03,4.258161913158550402e-03,4.863320904158013186e-03,5.553231687231356510e-03,6.379829810529613968e-03,7.305342857058752352e-03,8.484637674296051021e-03,9.885294690105650775e-03,1.156553746500150158e-02,1.358515854167140213e-02,1.601374090745276424e-02,1.915470358536049481e-02,2.292349072079776298e-02,2.773873621138871551e-02,3.344003364675263157e-02,4.042024529593395143e-02,4.888319978055079978e-02,5.891542078039574415e-02,6.991650512935673745e-02,8.293471145686789892e-02,9.598648547923020746e-02,1.090900669894947217e-01,1.229127371155918219e-01,1.345837320107594048e-01,1.445514283000577938e-01,1.526114322038867877e-01,1.595496647325158057e-01,1.642383231108699992e-01,1.664948561569879748e-01,1.668951054550295299e-01,1.656354735294138791e-01,1.638208336209105997e-01,1.612767784012874572e-01,1.583126909477670097e-01,1.551515829767861343e-01,1.522556742886269909e-01,1.486654328287161375e-01,1.454888990439955621e-01,1.422052906464953415e-01,1.386869929670019874e-01,1.345122720028670560e-01,1.308163855504775874e-01,1.270654908520947590e-01,1.231701795017614287e-01,1.187173941793210480e-01,1.146301427177693344e-01,1.104533070967111258e-01,1.065497056117969965e-01,1.022723799869014183e-01,9.772245394430369159e-02,9.348736439075230886e-02
7.000000000000000666e-02,3.086247251293124626e-03,3.051850529861248676e-03,3.021099679754182810e-03,2.979317380592958614e-03,2.926917444274812919e-03,2.693454050687231829e-03,2.416394137008032184e-03,1.997515199154665470e-03,1.743355190069987562e-03,1.559280175353889306e-03,1.454685763464897254e-03,1.406290453001258394e-03,1.384186693188491123e-03,1.367853180441247268e-03,1.355880932915991917e-03,1.342240917254072579e-03,1.338793682986193223e-03,1.333823262795266057e-03,1.329674500706220933e-03,1.327301969638781292e-03,1.329968889645575039e-03,1.333078716129343236e-03,1.336204379625270579e-03,1.345219826520443161e-03,1.362630991364724778e-03,1.375464034757093107e-03,1.395208970665720756e-03,1.414633348421586280e-03,1.440370826919596444e-03,1.466789025272881254e-03,1.493547851440935352e-03,1.512536669719741775e-03,1.550393843959646262e-03,1.593786145754199106e-03,1.637805335694512109e-03,1.689248641389022587e-03,1.748438910838440424e-03,1.812634309795186499e-03,1.908268299220130301e-03,2.013592597455070906e-03,2.113993161640769988e-03,2.248803363396131936e-03,2.394853652683171137e-03,2.565601561762498751e-03,2.768003811600013540e-03,3.022058691451198157e-03,3.298329011915668556e-03,3.644049868961389722e-03,4.017014987057302387e-03,4.461144469366067934e-03,5.079294316262795289e-03,5.706031639759895531e-03,6.497823928875123313e-03,7.501338174471557617e-03,8.666452623810666153e-03,1.003807731857155397e-02,1.169593656426133610e-02,1.359800410411138478e-02,1.594085353756605206e-02,1.878388200626855686e-02,2.235877703183278276e-02,2.683655526679901843e-02,3.227280963504336464e-02,3.879527353807812884e-02,4.685077868679571322e-02,5.573036088817499151e-02,6.689020018939344225e-02,7.909903457081932099e-02,9.301704850686061399e-02,1.065519101138106828e-01,1.204106643611194405e-01,1.332150292553049287e-01,1.450031388004166810e-01,1.556473231994802975e-01,1.639839464428102522e-01,1.711742976466024968e-01,1.761735250091391036e-01,1.792904669990512956e-01,1.804250867383160040e-01,1.807842088127624702e-01,1.802416957234277972e-01,1.784935143266865865e-01,1.755448362819951869e-01,1.723838368036863800e-01,1.687669643441647160e-01,1.657088902529705310e-01,1.631580219491907680e-01,1.596753368255581229e-01,1.557131008408157435e-01,1.521649752222633822e-01,1.481102706601185037e-01,1.439782948880148905e-01,1.401508223271519804e-01,1.358863812397823057e-01,1.312224964042930098e-01,1.259686933564131139e-01,1.210184076563557559e-01,1.158985010814519712e-01,1.109075168236617059e-01,1.059196429223531882e-01
8.000000000000000167e-02,3.115777931109689914e-03,3.100351402040270755e-03,3.088591430509269632e-03,3.063606667555454025e-03,3.025690071413798202e-03,2.806105849704284075e-03,2.548132342963635617e-03,2.126967182334844279e-03,1.856370245062455987e-03,1.660902493799759454e-03,1.552464125790430950e-03,1.506143173196578108e-03,1.481347776561999646e-03,1.469786098738840507e-03,1.457715377974112998e-03,1.451202725210429863e-03,1.445258440882323751e-03,1.442560194888751687e-03,1.441426292302642369e-03,1.439517987796836264e-03,1.442634646000456617e-03,1.453050013160795805e-03,1.455822289245794696e-03,1.468412882708674486e-03,1.493257775814230788e-03,1.510650744737854169e-03,1.536741208058399607e-03,1.557714350989271258e-03,1.586789359824847560e-03,1.620761499819705015e-03,1.660493895889531913e-03,1.679133465180435159e-03,1.725147132916257653e-03,1.771861073661386461e-03,1.824792542687656309e-03,1.889139004913561494e-03,1.971501914670166500e-03,2.056504504846078368e-03,2.153724192606725363e-03,2.283432869218563182e-03,2.416239517833661515e-03,2.561871677116054919e-03,2.746229114998598089e-03,2.942363701673722520e-03,3.189049661669334998e-03,3.465487798241317832e-03,3.800432458957357651e-03,4.175386683136429050e-03,4.651325239429291922e-03,5.225281199129567025e-03,5.857514169127886472e-03,6.602366829580066238e-03,7.527123789804718301e-03,8.706137191517242246e-03,1.002988495488584333e-02,1.156630464453578880e-02,1.346267788451151193e-02,1.575633469656444532e-02,1.840018018482484502e-02,2.160336627175600890e-02,2.566488126507901132e-02,3.069606889266159738e-02,3.686247124365225197e-02,4.430318722641477663e-02,5.291140625041197698e-02,6.275670969309524172e-02,7.451803347330034077e-02,8.775877402469120514e-02,1.020879623243357015e-01,1.168438408739958939e-01,1.297961739607052800e-01,1.426237650727030792e-01,1.543042765655910364e-01,1.650726625471001519e-01,1.738235375630374224e-01,1.810532780285493970e-01,1.870630548207499189e-01,1.905456557403186757e-01,1.930503575464040944e-01,1.948943161706535865e-01,1.950923528766881354e-01,1.939641940913552076e-01,1.917513574175546964e-01,1.888066873715064098e-01,1.855260440509119979e-01,1.824828253645245368e-01,1.799280755877117055e-01,1.763434313895873295e-01,1.730011472127693517e-01,1.686779426543739413e-01,1.652184417214991874e-01,1.614015396127574942e-01,1.571458713373826421e-01,1.514378041148813914e-01,1.464348368195640959e-01,1.415199516525700307e-01,1.353192731184337527e-01,1.293476931108757666e-01,1.240785431503968056e-01,1.178984675599963200e-01
